"BatchID","Fish Serial Number","Stomach Collection","Stomach Weight","Stomach Fullness","Notes","Fullness comments"
20,"HIPP2871",0,,,"1 copepod","cyst on outside gut wall (kept)"
20,"HIPP2872",0,,,"1 copepod + residue",
20,"HIPP2873",0,,,"1 ostracod + residue",
20,"HIPP2874",0,,,"residue incl 2 euphausid eyes",
20,"HIPP2875",0,,,"residue",
20,"HIPP2876",0,,,"residue incl 2 cmpd eyes",
20,"HIPP2877",0,,,"residue incl 2 euphausid eyes",
20,"HIPP2878",0,,,"residue incl 1 gastropod umbo",
20,"HIPP2879",0,,,"residue incl 2 euphausid eyes",
20,"HIPP2880",0,,,"residue (prob copepod)",
20,"HIPP2881",0,,,"2 copepods + residue incl 2 Thysanoessa eyes",
20,"HIPP2882",0,,,"1 amphipod",
20,"HIPP2883",0,,,"3 copepods + residue",
20,"HIPP2884",0,,,"8 copepods + residue",
20,"HIPP2885",0,,,"1 copepod, 1 amphipod + residue incl 2 euphausid eyes",
20,"HIPP2886",0,,0.00,"empty",
20,"HIPP2887",0,,2.00,"1 copepod + small amt residue",
20,"HIPP2888",0,,2.00,"small amt residue",
20,"HIPP2889",0,,,"residue",
20,"HIPP2890",0,,,"residue",
20,"HIPP2891",0,,0.00,"empty",
20,"HIPP2892",0,,,"3 copepods +  incl 2 decapod (?) eyes and 1 gastropod umbo",
20,"HIPP2893",0,,0.00,"empty",
20,"HIPP2894",0,,1.00,"tiny amt residue",
20,"HIPP2895",0,,,"1 copepod + residue (prob copepod)",
20,"HIPP2896",0,,,"residue (prob copepod)",
20,"HIPP2897",0,,,"residue",
20,"HIPP2898",0,,,"residue",
20,"HIPP2899",0,,,"4 copepods + residue",
20,"HIPP2900",0,,0.00,"empty",
20,"HIPP2901",0,,1.00,"1 copepod + tiny amt residue",
20,"HIPP2902",0,,,"1 copepod + residue",
20,"HIPP2903",0,,1.00,"tiny amt residue",
20,"HIPP2904",0,,2.00,"small amt residue",
20,"HIPP2905",0,,,"residue (prob copepod)",
20,"HIPP2906",0,,0.00,"empty",
20,"HIPP2907",0,,,"residue",
20,"HIPP2908",0,,0.00,"empty",
20,"HIPP2909",0,,,"residue",
20,"HIPP2910",0,,0.00,"empty",
20,"HIPP2911",0,,0.00,"empty",
20,"HIPP2912",0,,,"residue",
20,"HIPP2913",0,,,"residue",
20,"HIPP2914",0,,,"residue",
20,"HIPP2915",0,,,"residue",
20,"HIPP2916",0,,,"5 copepods + residue",
20,"HIPP2917",0,,,"residue",
20,"HIPP2918",0,,,"residue",
20,"HIPP2919",0,,0.00,"empty",
20,"HIPP2920",0,,0.00,"empty",
20,"HIPP2921",0,,,"residue incl 2 small cmpd eyes",
20,"HIPP2922",0,,,"residue",
20,"HIPP2923",0,,,"residue",
20,"HIPP2924",0,,0.00,"empty",
20,"HIPP2925",0,,,"residue",
20,"HIPP2926",0,,,"residue incl copepod remains + 6 sm cmpd eyes",
20,"HIPP2927",0,,2.00,"small amt residue",
20,"HIPP2928",0,,2.00,"small amt residue",
20,"HIPP2929",0,,,"residue incl 2 small cmpd eyes",
20,"HIPP2930",0,,,"residue",
20,"HIPP2931",0,,0.00,"empty",
20,"HIPP2932",0,,,"1 copepod",
20,"HIPP2933",0,,,"9 tiny copepods + residue incl 2 cmpd eyes + copepod remains",
20,"HIPP2934",0,,2.00,"small amt residue incl 2 small cmpd eyes",
20,"HIPP2935",0,,,"1 copepod + residue",
20,"HIPP2936",0,,,"residue",
20,"HIPP2937",0,,,"residue incl copepod remains",
20,"HIPP2938",0,,0.00,"empty",
20,"HIPP2939",0,,0.00,"empty",
20,"HIPP2940",0,,,"1 copepod + residue",
20,"HIPP2941",0,,,"residue incl copepod remains",
20,"HIPP2942",0,,,"11 copepods (10 tiny) + residue incl 4 cmpd eyes + copepod remains",
20,"HIPP2943",0,,,"1 copepod + residue",
20,"HIPP2944",0,,0.00,"empty",
20,"HIPP2945",0,,,"10 copepods (9 tiny) + tiny amphipod + residue incl 2 cmpd eyes +  copepod remains",
20,"HIPP2946",0,,,"2 copepods + residue incl 1 cmpd eye",
20,"HIPP2947",0,,,"3 tiny copepods + residue incl 4 tiny cmpd eyes + copepod remains",
20,"HIPP2948",0,,,"4 tiny copepods + residue incl 2 tiny cmpd eyes + copepod remains",
20,"HIPP2949",0,,,"residue incl copepod remains",
20,"HIPP2950",0,,,"residue incl copepod remains",
20,"HIPP2951",0,,,"8 tiny copepods + residue incl 2 cmpd eyes + copepod remains",
20,"HIPP2952",0,,,"residue incl copepod remains + 1 cmpd eye",
20,"HIPP2953",0,,,"3 copepods + residue incl 2 cmpd eyes + copepod remains",
20,"HIPP2954",0,,,"5 tiny copepods + residue incl 2 tiny cmpd eyes + copepod remains",
20,"HIPP2955",0,,,,
20,"HIPP2956",0,,,,
20,"HIPP2957",0,,,,
20,"HIPP2958",0,,,,
20,"HIPP2959",0,,,,
20,"HIPP2960",0,,,,
20,"HIPP2961",0,,,,
20,"HIPP2962",0,,,,
20,"HIPP2963",0,,,,
20,"HIPP2964",0,,,,
20,"HIPP2965",0,,,,
20,"HIPP2966",0,,,,
20,"HIPP2967",0,,,,
20,"HIPP2968",0,,,,
20,"HIPP2969",0,,,,
20,"HIPP2970",0,,,,
20,"HIPP2971",0,,,,
20,"HIPP2972",0,,,,
20,"HIPP2973",0,,,,
20,"HIPP2974",0,,,,
20,"HIPP2975",0,,,,
20,"HIPP2976",0,,,,
20,"HIPP2977",0,,,,
20,"HIPP2978",0,,,,
20,"HIPP2979",0,,,,
20,"HIPP2980",0,,,,
20,"HIPP2981",0,,,,
20,"HIPP2982",0,,,,
20,"HIPP2983",0,,,,
20,"HIPP2984",0,,,,
20,"HIPP2985",0,,,,
20,"HIPP2986",0,,,,
20,"HIPP2987",0,,,,
20,"HIPP2988",0,,,,
20,"HIPP2989",0,,,,
20,"HIPP2990",0,,,,
20,"HIPP2991",0,,,,
20,"HIPP2992",0,,,,
20,"HIPP2993",0,,,,
20,"HIPP2994",0,,,,
20,"HIPP2995",0,,,,
20,"HIPP2996",0,,,,
20,"HIPP2997",0,,,,
20,"HIPP2998",0,,,,
20,"HIPP2999",0,,,,
20,"HIPP3000",0,,,,
20,"HIPP3001",0,,,,
20,"HIPP3002",0,,,,
20,"HIPP3003",0,,,,
20,"HIPP3004",0,,,,
20,"HIPP3005",0,,,,
20,"HIPP3006",0,,,,
20,"HIPP3007",0,,,,
20,"HIPP3008",0,,,,
20,"HIPP3009",0,,,,
20,"HIPP3010",0,,,,
20,"HIPP3011",0,,,,
20,"HIPP3012",0,,,,
20,"HIPP3013",0,,,,
20,"HIPP3014",0,,,,
20,"HIPP3015",0,,,,
20,"HIPP3016",0,,,,
20,"HIPP3017",0,,,,
20,"HIPP3018",0,,,,
20,"HIPP3019",0,,,,
20,"HIPP3020",0,,,,
20,"HIPP3021",0,,,,
20,"HIPP3022",0,,,,
20,"HIPP3023",0,,,,
20,"HIPP3024",0,,,,
20,"HIPP3025",0,,,,
20,"HIPP3026",0,,,,
20,"HIPP3027",0,,,,
20,"HIPP3028",0,,,,
20,"HIPP3029",0,,,,
20,"HIPP3030",0,,,,
20,"HIPP3031",0,,,,
20,"HIPP3032",0,,,,
20,"HIPP3033",0,,,,
20,"HIPP3034",0,,,,
20,"HIPP3035",0,,,,
20,"HIPP3036",0,,,,
20,"HIPP3037",0,,,,
20,"HIPP3038",0,,,,
20,"HIPP3039",0,,2.00,"small amt residue",
20,"HIPP3040",0,,,"1 copepod + residue",
20,"HIPP3041",0,,0.00,"empty",
20,"HIPP3042",0,,,"2 copepods + residue",
20,"HIPP3043",0,,0.00,"empty",
20,"HIPP3044",0,,,"3 copepods + residue (prob copepod) incl 2 Thys eyes",
20,"HIPP3045",0,,,"residue incl copepod remains + 2 decapod(?) eyes",
20,"HIPP3046",0,,0.00,"empty",
20,"HIPP3047",0,,,"residue",
20,"HIPP3048",0,,,"1 decapod, 1 copepod",
20,"HIPP3049",0,,2.00,"small amt residue",
20,"HIPP3050",0,,0.00,"empty",
20,"HIPP3051",0,,2.00,"small amt residue incl 2 small cmpd eyes",
20,"HIPP3052",0,,,"1 copepod + residue incl 2 sm cmpd eyes",
20,"HIPP3053",0,,,"sm amt residue","cyst on gut (retained)"
20,"HIPP3054",0,,,"1 copepod",
20,"HIPP3055",0,,,"1 copepod + residue (prob copepod)",
20,"HIPP3056",0,,,"residue incl 4 cmpd eyes",
20,"HIPP3057",0,,0.00,"empty",
20,"HIPP3058",0,,0.00,"empty",
20,"HIPP3059",0,,0.00,"empty",
20,"HIPP3060",0,,0.00,"empty",
20,"HIPP3061",0,,,"1 copepod + residue",
20,"HIPP3062",0,,,"1 copepod",
20,"HIPP3063",0,,,"1 copepod, 1 decapod, 1 Thysanoessa",
21,"HIPP3064",0,,2.00,"small amt residue",
21,"HIPP3065",0,,0.00,"empty",
21,"HIPP3066",0,,,"v sm amt residue",
21,"HIPP3067",0,,,"v sm amt residue",
21,"HIPP3068",0,,0.00,"empty",
21,"HIPP3069",0,,,"1 ostracod, 1 juv. Hyperiid amphipod",
21,"HIPP3070",0,,2.00,"v small amt residue",
21,"HIPP3071",0,,2.00,"small amt residue incl copepod remains",
21,"HIPP3072",0,,2.00,"v small amt residue incl copepod remains",
21,"HIPP3073",0,,2.00,"small amt residue",
21,"HIPP3074",0,,,"residue incl 2 small cmpd eyes",
21,"HIPP3075",0,,,"residue incl copepod remains",
21,"HIPP3076",0,,0.00,"empty",
21,"HIPP3077",0,,2.00,"small amt residue incl remains many tiny copepods",
21,"HIPP3078",0,,2.00,"small amt residue",
21,"HIPP3079",0,,,"residue incl 2 small cmpd eyes",
21,"HIPP3080",0,,2.00,"small amt residue incl many tiny copepods",
21,"HIPP3081",0,,,"residue incl many tiny copepod remains",
21,"HIPP3082",0,,,"residue incl 4 tiny cmpd eyes + remains many tiny copepods",
21,"HIPP3083",0,,,"11 copepods + residue incl 4 dark cmpd eyes",
21,"HIPP3084",0,,0.00,"empty",
22,"HIPP3085",0,,,"residue",
22,"HIPP3086",0,,,">50 tiny copepods+ a few larger ones + residue (prob copepod) + 1  TST",
22,"HIPP3087",0,,,">50 tiny copepods+ a few larger ones + residue (prob copepod) + 1 TST",
22,"HIPP3088",0,,,">50 tiny copepods + residue (prob copepod)",
22,"HIPP3089",0,,,">50 tiny copepods + residue (prob copepod)",
22,"HIPP3090",0,,,">50 tiny copepods + residue (prob copepod) + a few larger copepods",
22,"HIPP3091",0,,,">50 tiny copepods + residue (prob copepod)",
22,"HIPP3092",0,,,">50 tiny copepods + residue (prob copepod)",
22,"HIPP3093",0,,,">50 tiny copepods + residue (prob copepod) + 1 larger copepod",
22,"HIPP3094",0,,,">50 tiny copepods + residue (prob copepod) + 1 larger copepod",
22,"HIPP3095",0,,,">50 tiny copepods + residue incl 2 cmpd eyes",
22,"HIPP3096",0,,,">50 tiny copepods + residue (prob copepod)",
22,"HIPP3097",0,,,"many small, couple large copepods + residue",
22,"HIPP3098",0,,,"many small copepods + residue incl 4 small cmpd eyes",
22,"HIPP3099",0,,,"2 amphipods, 1 ostracod, many tiny copepods + residue (prob copepod)",
22,"HIPP3100",0,,,"2 amphipods, 1 ostracod, many tiny copepods + residue (prob copepod) + 2 cmpd eyes",
22,"HIPP3101",0,,,"many tiny copepods + residue",
22,"HIPP3102",0,,,"many tiny copepods + residue",
22,"HIPP3103",0,,,"many tiny copepods + residue",
22,"HIPP3104",0,,,"1 amphipod, many tiny copepods, 1 lge copepod + residue",
22,"HIPP3105",0,,,"1 ostracod",
22,"HIPP3106",0,,,"many tiny copepods, a few larger copepods + residue",
22,"HIPP3107",0,,,"6 Thysanoessa, 1 amphipod, many tiny copepods, 1 lge copepod + residue",
22,"HIPP3108",0,,,"3 amphipods, many tiny copepods, a few larger copepods + residue incl 2 cmpd eyes",
22,"HIPP3109",0,,,"many tiny copepods, 1 TST + residue",
22,"HIPP3110",0,,,"many tiny copepods + residue",
22,"HIPP3111",0,,0.00,"empty",
22,"HIPP3112",0,,,"many tiny copepods + residue",
22,"HIPP3113",0,,,"many tiny copepods + residue incl 2 small cmpd eyes",
22,"HIPP3114",0,,,"many tiny copepods + residue",
22,"HIPP3115",0,,,"many tiny copepods + residue",
22,"HIPP3116",0,,,"many tiny copepods + residue",
22,"HIPP3117",0,,,"many tiny copepods + residue incl 2 tiny cmpd eyes",
23,"HIPP3118",0,,,"many tiny copepods (>60) + residue",
23,"HIPP3119",0,,,"many tiny copepods >>100",
25,"HIPP3120",0,,,,
25,"HIPP3121",0,,0.00,"empty",
25,"HIPP3122",0,,0.00,"empty",
25,"HIPP3123",0,,,"7 copepods",
25,"HIPP3124",0,,0.00,"empty",
25,"HIPP3125",0,,,"5 copepods + residue incl copepod remains + 2 cmpd eyes",
25,"HIPP3126",0,,0.00,"empty",
25,"HIPP3127",0,,0.00,"empty",
25,"HIPP3128",0,,,"2 small early stage mysids",
25,"HIPP3129",0,,0.00,"empty",
25,"HIPP3130",0,,,"small amt unident residue",
25,"HIPP3131",0,,0.00,"empty: intestine has residue of crust limbs",
25,"HIPP3132",0,,0.00,"empty: intestine has remains of chaetognath + crust limbs",
25,"HIPP3133",0,,0.00,"empty: intestine has remains of chaetognath + crust limbs",
25,"HIPP3134",0,,0.00,"empty: intestine has 1 copepod",
25,"HIPP3135",0,,0.00,"empty: intestine empty also",
25,"HIPP3136",0,,,"1 amphipod (Themisto): intestine contains crust mush",
25,"HIPP3137",0,,0.00,"empty: intestine contains mashed crust",
25,"HIPP3138",0,,0.00,"empty: intestine contains mashed crust incl mysid uropod",
25,"HIPP3139",0,,0.00,"empty: intestine contains mashed crust",
25,"HIPP3140",0,,0.00,"empty: intestine contains mashed crust",
25,"HIPP3141",0,,0.00,"empty: intestine contains mashed crust",
25,"HIPP3142",0,,,"1 mysid: intestine contains mashed crust",
25,"HIPP3143",0,,1.00,"tiny amt residue: intestine contains mashed crust",
25,"HIPP3144",0,,0.00,"empty: crust residue in lower intestine",
25,"HIPP3145",0,,,"1 mysid: crust residue in lower intestine",
25,"HIPP3146",0,,0.00,"empty: crust remains in intestine",
25,"HIPP3147",0,,0.00,"empty: intestine contains chaetognath remains",
25,"HIPP3148",0,,,"1 Thysanoessa: intestine contains remains one chaetognath",
25,"HIPP3149",0,,0.00,"empty: small amt crust residue in intestine",
25,"HIPP3150",0,,,"stomach contains 1 gelatinous thingo (looks like salp, but without any muscle banding or structure): intestine contains crust remains incl 1 copepod",
25,"HIPP3151",0,,,,
27,"HIPP3152",0,,,"2 Thysanoessa, 1 copepod, 4 euphausids + residue incl 14 cmpd eyes",
27,"HIPP3153",0,,,"9 euphausids, 2 amphipods + residue incl 1 TST + gastropod",
27,"HIPP3154",0,,,"10 euphausids, 1 copepod, 1 gastropod + residue","parasitic worm in gut cavity LT"
27,"HIPP3155",0,,,"5 euphausids, 2 copepods, 1 amphipod + residue incl 7 cmpd eyes","parasitic worm in gut cavity"
27,"HIPP3156",0,,,"fish retained whole",
27,"HIPP3157",0,,,"8 euphausids, 1 copepod + residue incl 6 cmpd eyes",
27,"HIPP3158",0,,,"10 euphausids, 1 copepod + residue",
27,"HIPP3159",0,,,"6 euphausids, 1 copepod + residue incl 7 cmpd eyes",
27,"HIPP3160",0,,,"7 euphausids, 3 copepods, 2 TSTs + residue incl 8 cmpd eyes",
27,"HIPP3161",0,,,"1 copepod, 3 euphausids + residue incl 2 Thysanoessa eyes + 13 cmpd eyes",
27,"HIPP3162",0,,,"1 Thysanoessa, 5 euphausids, 2 copepods, 1 TST, 1 gastropod + residue incl 2 Thys eyes + 8 cmpd eyes",
27,"HIPP3163",0,,,"whole fish retained",
28,"HIPP3164",0,,,"1 mysid + residue incl 3 cmpd eyes",
28,"HIPP3165",0,,,"residue of crustacean remains",
28,"HIPP3166",0,,,"16 euphausids",
28,"HIPP3167",0,,,"residue incl many cmpd eyes (incl Thys eyes)",
37,"HIPP3168",0,,0.00,"empty",
37,"HIPP3169",0,,0.00,"empty",
37,"HIPP3170",0,,0.00,"empty",
37,"HIPP3171",0,,0.00,"empty",
37,"HIPP3172",0,,,"> 50 copepods",
37,"HIPP3173",0,,,"stomach missing",
37,"HIPP3174",0,,,"residue",
43,"HIPP1040",0,,,"whole fish retained",
43,"HIPP1041",0,,,"whole fish retained",
43,"HIPP1042",0,,,"whole fish retained",
43,"HIPP1043",0,,,"whole fish retained",
43,"HIPP1044",0,,,"whole fish retained",
43,"HIPP1045",0,,,"3 euphausids; 1 copepod; 1 amphipod",
43,"HIPP1046",0,,,"1 E. vallentini; 6 copepods; 1 amphipod",
43,"HIPP1047",0,,,"3 copepods",
43,"HIPP1048",0,,,"2 euphausids; 5 copepods; residue",
43,"HIPP1049",0,,,"2 copepods",
43,"HIPP1050",0,,,"3 euphausids; 1 copepod; 1 amphipod; 18 gastropods; residue",
43,"HIPP1051",0,,,"2 copepods; residue incl 5 euphausid eyes",
43,"HIPP1052",0,,,"9 copepods",
43,"HIPP1053",0,,,"1 euphausid",
43,"HIPP1054",0,,,"2 copepods; residue",
43,"HIPP1055",0,,,"1 large amphipod; 1 copepod; residue",
43,"HIPP1056",0,,,"1 copepod",
43,"HIPP1057",0,,,"2 copepods",
43,"HIPP1058",0,,2.00,"small amt residue incl 2 euphausid eyes",
43,"HIPP1059",0,,,"2 euphausids; 2 copepods",
43,"HIPP1060",0,,,"1 euphausid; 3 copepods",
43,"HIPP1061",0,,,"residue (prob copepod)",
43,"HIPP1062",0,,2.00,"small amt residue",
43,"HIPP1063",0,,,"1 amphipod; residue incl 4 euphausid eyes",
43,"HIPP1064",0,,,"2 copepods",
43,"HIPP1065",0,,,"1 copepod",
43,"HIPP1066",0,,0.00,"empty",
43,"HIPP1067",0,,,"residue incl 2 euphausid eyes",
43,"HIPP1068",0,,,"3 copepods; residue",
43,"HIPP1069",0,,0.00,"empty",
43,"HIPP1070",0,,,"unidentified residue",
43,"HIPP1071",0,,2.00,"small amt residue",
43,"HIPP1072",0,,,"1 copepod",
43,"HIPP1073",0,,,"1 copepod",
43,"HIPP1074",0,,,"residue incl 1 euphausid eyes",
43,"HIPP1075",0,,,"residue incl 1 euphausid eyes",
43,"HIPP1076",0,,,"3 euphausids, 3 copepods, 1 gastropod",
43,"HIPP1077",0,,2.00,"small amt residue",
43,"HIPP1078",0,,,"2 euphausids, 2 copepods + residue incl 1 euphausid eye",
43,"HIPP1079",0,,2.00,"3 copepods, small amt residue incl 1 euphausid eye",
43,"HIPP1080",0,,2.00,"small amt residue",
43,"HIPP1081",0,,,"1 copepod + residue",
43,"HIPP1082",0,,,"crustacean mush",
43,"HIPP1083",0,,0.00,"empty",
43,"HIPP1084",0,,,"unid crustacean remains (prob euphausid)",
43,"HIPP1085",0,,,"1 copepod + residue incl 2 euphausid eyes",
43,"HIPP1086",0,,,"1 decapod, 1 ostracod (?)",
43,"HIPP1087",0,,,"3 euphausids incl 1 Thysanoessa sp",
43,"HIPP1088",0,,,"2 amphipods, 1 Thysanoessa sp + residue",
43,"HIPP1089",0,,0.00,"empty",
43,"HIPP1090",0,,0.00,"empty",
43,"HIPP1091",0,,0.00,"empty",
43,"HIPP1092",0,,,"1 amphipod",
43,"HIPP1093",0,,,"1 Thysanoessa, 1 copepod",
43,"HIPP1094",0,,,"1 squid + residue",
43,"HIPP1095",0,,,"crustacean mush incl 2 Thysanoessa eyes + 4 compound eyes",
43,"HIPP1096",0,,,"1 decapod, 2 Thysanoessa eyes",
43,"HIPP1097",0,,,"1 copepod + residue",
43,"HIPP1098",0,,0.00,"empty",
43,"HIPP1099",0,,0.00,"empty",
43,"HIPP1100",0,,,"1 decapod + residue incl 2 Thysanoessa eyes",
43,"HIPP1101",0,,,"1 copepod + residue",
43,"HIPP1102",0,,,"2 copepods",
43,"HIPP1103",0,,0.00,"empty",
43,"HIPP1104",0,,0.00,"empty apart from 1 large fish scale",
43,"HIPP1105",0,,0.00,"empty",
43,"HIPP1106",0,,,"remains 1 amphipod",
43,"HIPP1107",0,,2.00,"small amt residue",
43,"HIPP1108",0,,0.00,"empty",
43,"HIPP1109",0,,,"remains 2 decapods",
43,"HIPP1110",0,,,"1 Thysanoessa, 1 copepod, 1 euphausid, 1 amphipod",
43,"HIPP1111",0,,,"1 euphausid",
43,"HIPP1112",0,,0.00,"empty",
43,"HIPP1113",0,,0.00,"empty",
43,"HIPP1114",0,,0.00,"empty",
43,"HIPP1115",0,,,"whole fish retained",
43,"HIPP1116",0,,,"whole fish retained",
43,"HIPP1117",0,,,"whole fish retained",
43,"HIPP1118",0,,,"whole fish retained",
43,"HIPP1119",0,,,"whole fish retained",
43,"HIPP1120",0,,,"whole fish retained",
43,"HIPP1121",0,,0.00,"empty",
43,"HIPP1122",0,,0.00,"empty",
43,"HIPP1123",0,,,"8 euphausids",
43,"HIPP1124",0,,0.00,"empty",
43,"HIPP1125",0,,,"mush",
43,"HIPP1126",0,,0.00,"empty",
43,"HIPP1127",0,,0.00,"empty",
43,"HIPP1128",0,,0.00,"empty",
43,"HIPP1129",0,,,"crustacean mush",
43,"HIPP1130",0,,0.00,"empty",
43,"HIPP1131",0,,0.00,"empty",
43,"HIPP1132",0,,0.00,"empty",
43,"HIPP1133",0,,0.00,"empty",
43,"HIPP1134",0,,0.00,"empty",
43,"HIPP1135",0,,0.00,"empty",
43,"HIPP1136",0,,0.00,"empty",
43,"HIPP1137",0,,0.00,"empty",
43,"HIPP1138",0,,0.00,"empty",
43,"HIPP1139",0,,,"crustacean mush",
43,"HIPP1140",0,,,"1 copepod","Wts for guts of 20 fish"
43,"HIPP1141",0,,,,
43,"HIPP1142",0,,,,
43,"HIPP1143",0,,,,
43,"HIPP1144",0,,,,
43,"HIPP1145",0,,,,
43,"HIPP1146",0,,,,
43,"HIPP1147",0,,,,
43,"HIPP1148",0,,,"whole fish retained",
43,"HIPP1149",0,,,"whole fish retained",
43,"HIPP1150",0,,,"whole fish retained",
43,"HIPP1151",0,,,"15 copepods; 1 euphausid",
43,"HIPP1152",0,,,"11 copepods; 1 euphausid; mush",
43,"HIPP1153",0,,,"3 euphausids; several copepods; mush",
43,"HIPP1154",0,,,"= 8 copepods; 1 chaetognath",
43,"HIPP1155",0,,,"5 copepods; 2 euphausids",
43,"HIPP1156",0,,,"1 euphausid; 1 copepod",
43,"HIPP1157",0,,,"= 2 copepods; mush",
43,"HIPP1158",0,,,"5 euphausids; 4 copepods",
43,"HIPP1159",0,,,"= 3 copepods",
43,"HIPP1160",0,,,"4 euphausids; 3 copepods; 1 ostracod",
44,"HIPP1161",0,,,"whole fish retained",
44,"HIPP1162",0,,,"whole fish retained",
44,"HIPP1163",0,,,"whole fish retained",
44,"HIPP1164",0,,,"whole fish retained",
44,"HIPP1165",0,,,"whole fish retained",
44,"HIPP1166",0,,2.00,"small amt residue",
44,"HIPP1167",0,,,"1 copepod + white gelatinous residue",
44,"HIPP1168",0,,,"1 Thysanoessa + white gelatinous residue",
44,"HIPP1169",0,,,"1 euphausid + gelatinous white residue (salp/s?)",
44,"HIPP1170",0,,,"whole fish retained",
44,"HIPP1171",0,,,"whole fish retained",
44,"HIPP1172",0,,,"whole fish retained",
44,"HIPP1173",0,,,"crust residue incl 2 euphausid eyes",
44,"HIPP1174",0,,,"2 copepods",
44,"HIPP1175",0,,2.00,"1 Thysanoessa, 6 copepods, small amt residue",
44,"HIPP1176",0,,,"residue incl 4 euphausid eyes",
44,"HIPP1177",0,,,"1 tiny amphipod",
44,"HIPP1178",0,,0.00,"empty",
44,"HIPP1179",0,,,"1 Thysanoessa, 1 copepod, 1 tiny shrimpy thing",
44,"HIPP1180",0,,,"2 Thysanoessa, 4 copepods",
44,"HIPP1181",0,,,"1 Thyasnoessa, 1 sm shrimpy thing, residue incl 2 cmpd eyes",
44,"HIPP1182",0,,,"1 Thysanoessa, 1 copepod, residue",
44,"HIPP1183",0,,,"2 copepods",
44,"HIPP1184",0,,,"6 copepods, residue (poss amphipod)",
44,"HIPP1185",0,,,"1 copepod, residue incl 4 dark cmpd eyes (prob euphausid)",
44,"HIPP1186",0,,,"3 Thysanoessa, 2 copepods",
44,"HIPP1187",0,,2.00,"small amt residue",
44,"HIPP1188",0,,2.00,"2 copepods, small amt residue",
44,"HIPP1189",0,,,"6 copepods",
44,"HIPP1190",0,,2.00,"3 copepods, small amt residue incl 1 cmpd eye",
44,"HIPP1191",0,,2.00,"small amt residue, incl part body of tiny shrimpy thing",
44,"HIPP1192",0,,,"6 copepods",
44,"HIPP1193",0,,,"4 copepods",
44,"HIPP1194",0,,2.00,"small amt residue",
44,"HIPP1195",0,,2.00,"small amt residue",
44,"HIPP1196",0,,,"1 Thysanoessa, 1 tiny shrimpy thing",
44,"HIPP1197",0,,,"6 copepods + residue (looks like copepods)",
44,"HIPP1198",0,,,"1 Thysanoessa, 2 copepods, residue incl 6 large dark cmpd eyes prob Thysan.",
44,"HIPP1199",0,,,"1 Thysanoessa",
44,"HIPP1200",0,,2.00,"small amt residue (prob copepod)",
44,"HIPP1201",0,,,"1 Thysanoessa, 1 copepod, 1 tiny amphipod",
44,"HIPP1202",0,,0.00,"empty",
44,"HIPP1203",0,,,"1 Thysanoessa, 1 copepod, 2 tiny shrimpy things",
44,"HIPP1204",0,,2.00,"2 copepods, small amt residue",
44,"HIPP1205",0,,,"2 copepods",
44,"HIPP1206",0,,,"residue incl remains 2 cmpd eyes",
44,"HIPP1207",0,,,"1 euphausid, 2 copepods",
44,"HIPP1208",0,,2.00,"8 copepods, 1 tiny shrimpy thing, small amt residue",
44,"HIPP1209",0,,,"1 Thysanoessa, 1 decapod, 1 copepod",
44,"HIPP1210",0,,,"9 copepods, 1 amphipod, 2 sm shrimpy things",
44,"HIPP1211",0,,,"1 euphausid, 2 copepods, sm amt residue",
44,"HIPP1212",0,,2.00,"1 copepod, v small amt residue",
44,"HIPP1213",0,,,"residue incl remains 1 euphausid",
44,"HIPP1214",0,,2.00,"9 copepods, 1 euphausid, small amt residue, 1 tiny shrimpy thing",
44,"HIPP1215",0,,2.00,"4 copepods, small amt residue",
44,"HIPP1216",0,,,"4 copepods, 3 sm shrimpy things, sm amt residue",
44,"HIPP1217",0,,2.00,"1 copepod, small amt residue (prob copepod)",
44,"HIPP1218",0,,,"residue",
44,"HIPP1219",0,,,"4 copepods, 3 tiny shrimpy things, sm amt residue",
44,"HIPP1220",0,,2.00,"1 Thysanoessa, 1 euphausid (prob Thysanoessa), small amt residue",
44,"HIPP1221",0,,1.00,"tiny amt residue",
44,"HIPP1222",0,,,"residue (prob copepod)",
44,"HIPP1223",0,,,,
44,"HIPP1224",0,,,,
44,"HIPP1225",0,,,,
44,"HIPP1226",0,,,,
44,"HIPP1227",0,,,,
44,"HIPP1228",0,,,,
44,"HIPP1229",0,,,,
44,"HIPP1230",0,,2.00,"small amt residue",
44,"HIPP1231",0,,,"4 Thysanoessa, 1 copepod, residue",
44,"HIPP1232",0,,,"2 copepods",
44,"HIPP1233",0,,,"1 copepod",
44,"HIPP1234",0,,2.00,"v. small amt residue",
44,"HIPP1235",0,,2.00,"small amt residue",
44,"HIPP1236",0,,,"crust residue incl 2 cmpd eyes + 1 fish scale",
44,"HIPP1237",0,,2.00,"1 copepod, small amt residue",
44,"HIPP1238",0,,,"1 decapod",
44,"HIPP1239",0,,2.00,"small amt residue, 1 fish scale",
44,"HIPP1240",0,,0.00,"empty",
44,"HIPP1241",0,,,"3 copepods, residue",
44,"HIPP1242",0,,,"1 copepod, residue",
44,"HIPP1243",0,,2.00,"small amt residue",
44,"HIPP1244",0,,,"1 Thysanoessa, 1 copepod",
44,"HIPP1245",0,,,"1 Thysanoessa, 1 decapod, residue incl 1 Thysanoessa eye",
44,"HIPP1246",0,,,"1 tiny crustacean (euphausid/decapod?)",
